words_en,ratings
"Your hat is ugly, you're dreaming if you want me to wear it.",violent
Your heart is too soft,violent
Your help exceeded our expectations.,good
Your humor is unpleasant,violent
Your incessant anger is turning into harassment,violent
Your incompetence is embarrassing us,violent
Your jokes are starting to get really nasty,violent
your lack of involvement,violent
Your love for me is not strong enough.,violent
Your mood is totally unstable,violent
Your mother the whore,very violent
Your mother the whore,very violent
Your mother the whore,very violent
Your mother upsets me,violent
Your parents didn't teach you anything,violent
Your performance is disapointing.,violent
Your positivity and willingness to help have always made me smile and brighten my day.,good
Your prentended chronic fatigue is just Yuppie flu...,very violent
Your problem is that you are selfish. There are things you must do whether you like it or not.,very violent
Your problem is that you are too shy,violent
your problem is this,violent
Your question is frankly stupid,very violent
Your room is an unacceptable mess,violent
"Your self-motivation, dedication and diligence are an inspiration for your team. ",acceptable positive
Your skills will not go unnoticed and we are sure to utilize your leadership skills for future endeavours.,good
Your statistics are shameful and unworthy,violent
Your story is profoundly stupid.,violent
Your tantrums are unmanageable,violent
Your tantrums get out of hand,violent
Your tantrums make you unlivable,very violent
Your teachers have finished your report card.,good
Your thing stinks,violent
Your words are completely beyond your thoughts,violent
Your work reflects your dedication to the project and the organisation.,acceptable positive
you're a bad guy,very violent
You're a bad guy,very violent
You're a bastard,very violent
you're a beatnik,very violent
You're a big asshole...,very violent
You're a big baby,very violent
You're a big bastard in fact...,very violent
You're a big dork,very violent
You're a big fat nothing!,very violent
You're a big freak,very violent
You're a big jerk,very violent
You're a big shot,very violent
You're a big tuna.,very violent
You're a bigger dick than you are,very violent
You're a bit of a jerk,very violent
You're a cheapskate,very violent
"You're a civilian, you don't understand.",bad
You're a crafty old fox,violent
you're a dirty hypocrite,very violent
